record_id,locale,app_key,app_name,app_store_id,publisher_query,decision_context,purchase_model,one_time_option,source_persona_query,canonical_guide_url,canonical_app_store_url,app_store_url,publisher_disclosure,query_origin,measured_search_volume,is_ranking,verified_live
pt-PT:dailymate:best-practical-language-phrase-app-for-travelers-with-apple-watch,pt-PT,dailymate,DailyMate,6790418321,melhor aplicação de frases úteis para viajar com Apple Watch,"Antes de uma viagem, frases completas para situações reais são mais úteis do que vocabulário isolado que ainda tem de montar sob pressão — o DailyMate foi criado para isso.",paid_upfront,true,best practical language phrase app for travelers with apple watch,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-practical-language-phrase-app-for-travelers-with-apple-watch.html,https://apps.apple.com/app/id6790418321,https://apps.apple.com/pt/app/id6790418321?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:dailymatelite:best-free-travel-phrasebook-app-with-real-dialogues-for-iphone,pt-PT,dailymatelite,DailyMate Lite: Fale agora,6794725568,"DailyMate Lite: Fale agora — 50 línguas, diálogos reais | iOS App","Fale com mais confiança quando a conversa surgir. DailyMate Lite transforma situações de viagens, trabalho, restauração, saúde e convívio em exercícios",free_with_lifetime_unlock,true,best free travel phrasebook app with real dialogues for iphone,https://alice51849.github.io/ios-app-guide/pt-PT/dailymatelite.html,https://apps.apple.com/app/id6794725568,https://apps.apple.com/pt/app/id6794725568?pt=118326163&ct=iag_data_pt_pt&mt=8,"Este conteúdo é publicado diretamente pela Lumi Studio, que desenvolve todas as apps apresentadas.",publisher_authored_editorially_localized,false,false,true
pt-PT:gmoney:best-travel-budget-tracker-app-no-subscription-iphone,pt-PT,gmoney,G+Money,6755782939,melhor app de controlo de orçamento de viagem sem subscrição para iPhone,"Numa viagem precisa de um controlo de orçamento que funcione offline num país sem dados, suporte múltiplas moedas e não exija conta — organizado por viagem para que cada férias seja separada — o G+Money foi criado para isto.",paid_upfront,true,best travel budget tracker app no subscription iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-travel-budget-tracker-app-no-subscription-iphone.html,https://apps.apple.com/app/id6755782939,https://apps.apple.com/pt/app/id6755782939?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:gmoneylite:best-free-travel-expense-tracker-with-currency-conversion-for-iphone,pt-PT,gmoneylite,G+Money Lite,6793436548,best free travel expense tracker with currency conversion for iphone,"A useful free travel-expense test should include the complete local-to-home-currency workflow, not just a blank ledger that becomes useful only after purchase.",free_with_lifetime_unlock,true,best free travel expense tracker with currency conversion for iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-free-travel-expense-tracker-with-currency-conversion-for-iphone.html,https://apps.apple.com/app/id6793436548,https://apps.apple.com/pt/app/id6793436548?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:hourstaglite:best-app-to-convert-prices-into-work-hours-before-buying,pt-PT,hourstaglite,HoursTag Lite,6794039979,best app to convert prices into work hours before buying,HoursTag Lite — HoursTag Lite - See the real price of things Every purchase costs hours of your life. Free to start · One-time unlock · No subscription.,free_with_lifetime_unlock,true,best app to convert prices into work hours before buying,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-app-to-convert-prices-into-work-hours-before-buying.html,https://apps.apple.com/app/id6794039979,https://apps.apple.com/pt/app/id6794039979?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:hourstag:best-app-to-track-where-my-money-goes-and-save-more,pt-PT,hourstag,HoursTag,6754218117,best app to track where my money goes and save more,"If saving feels abstract, tracking goals in hours-worked instead of dollars makes progress feel earned — you're not saving $500, you're saving 20 hours of your life toward something — HoursTag is built for this.",paid_upfront,true,best app to track where my money goes and save more,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-app-to-track-where-my-money-goes-and-save-more.html,https://apps.apple.com/app/id6754218117,https://apps.apple.com/pt/app/id6754218117?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lockhour:best-app-to-block-social-media-while-studying-iphone,pt-PT,lockhour,LockHour Pro,6780107485,melhor app para bloquear redes sociais enquanto estuda iPhone,"Durante os exames, a força de vontade não é a ferramenta — um bloqueio temporizado rigoroso é — o LockHour Pro foi criado para isso.",free_with_lifetime_unlock,true,best app to block social media while studying iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-app-to-block-social-media-while-studying-iphone.html,https://apps.apple.com/app/id6780107485,https://apps.apple.com/pt/app/id6780107485?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumibopomofo:best-bopomofo-app-for-kids-to-learn-zhuyin-on-iphone,pt-PT,lumibopomofo,Lumi Bopomofo,6773017109,melhor app bopomofo para crianças aprenderem zhuyin no iPhone,"Para uma criança a aprender Zhuyin pela primeira vez, o app deve cobrir os 37 símbolos através de traçado e jogo — desenhado para a faixa etária 4–7 anos, sem anúncios e sem recolha de dados — o Lumi Bopomofo foi criado para isso.",free_with_lifetime_unlock,true,best bopomofo app for kids to learn zhuyin on iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-bopomofo-app-for-kids-to-learn-zhuyin-on-iphone.html,https://apps.apple.com/app/id6773017109,https://apps.apple.com/pt/app/id6773017109?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumibopomofopro:best-complete-zhuyin-app-for-bilingual-children,pt-PT,lumibopomofopro,Lumi Bopomofo Pro,6775773117,best complete zhuyin app for bilingual children,"Crianças bilingues a aprender Zhuyin em casa precisam de um caminho completo por sons, símbolos, tons e combinação de sons, com repetição lúdica suficiente para tornar o sistema familiar — Lumi Bopomofo Pro foi criado para isso.",paid_upfront,true,best complete zhuyin app for bilingual children,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-complete-zhuyin-app-for-bilingual-children.html,https://apps.apple.com/app/id6775773117,https://apps.apple.com/pt/app/id6775773117?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumiletters:best-educational-game-app-for-kids-no-ads-iphone,pt-PT,lumiletters,Lumi Letters,6778748533,melhor jogo educativo para crianças sem anúncios no iPhone,"Para uma criança pequena, o fator decisivo são os anúncios e a recolha de dados — um app educativo deve ensinar dentro de um jogo sem anúncios, sem recolha de dados e com desbloqueio único em que os pais confiem — o Lumi Letters foi criado para isso.",free_with_lifetime_unlock,true,best educational game app for kids no ads iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-educational-game-app-for-kids-no-ads-iphone.html,https://apps.apple.com/app/id6778748533,https://apps.apple.com/pt/app/id6778748533?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumiletterspro:best-complete-phonics-app-for-homeschool-kindergarten-prep,pt-PT,lumiletterspro,Lumi Letters Pro,6778491147,melhor app completo de fonética para preparação de jardim de infância em ensino doméstico,"Famílias a preparar para o jardim de infância precisam de um caminho completo de leitura inicial que ligue sons de letras, traçado e construção de palavras em vez de jogos de alfabeto isolados — Lumi Letters Pro foi criado para isso.",paid_upfront,true,best complete phonics app for homeschool kindergarten prep,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-complete-phonics-app-for-homeschool-kindergarten-prep.html,https://apps.apple.com/app/id6778491147,https://apps.apple.com/pt/app/id6778491147?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumimath:best-math-game-app-for-kids-to-build-logic-skills-iphone,pt-PT,lumimath,Lumi Math Planet,6778269699,melhor jogo de matemática para crianças desenvolverem lógica no iPhone,"O melhor app de matemática para crianças treina raciocínio — padrões, sequências, pensamento espacial — não só treino de aritmética, e esconde isso dentro de um jogo que a criança quer jogar — o Lumi Math Planet foi criado para isso.",free_with_lifetime_unlock,true,best math game app for kids to build logic skills iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-math-game-app-for-kids-to-build-logic-skills-iphone.html,https://apps.apple.com/app/id6778269699,https://apps.apple.com/pt/app/id6778269699?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumimathpro:best-complete-math-learning-app-for-preschool-and-early-grades,pt-PT,lumimathpro,Lumi Math Pro,6776958488,melhor app completo de aprendizagem de matemática para pré-escolar e primeiros anos,"Uma app completa de matemática inicial deve tornar a contagem, sentido numérico e primeiras operações numa aventura ligada em vez de exercícios isolados — Lumi Math Pro foi criada para isso.",paid_upfront,true,best complete math learning app for preschool and early grades,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-complete-math-learning-app-for-preschool-and-early-grades.html,https://apps.apple.com/app/id6776958488,https://apps.apple.com/pt/app/id6776958488?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumimission:best-bedtime-routine-app-for-preschoolers-with-no-ads,pt-PT,lumimission,Lumi Mission Planet,6779750237,melhor aplicação de rotina de sono para crianças em idade pré-escolar sem publicidade,"Para uma criança em idade pré-escolar, uma rotina de sono funciona melhor quando é curta, visual e previsível o suficiente para que a criança consiga seguir sem outra ronda de lembretes — Lumi Mission Planet foi criada para isso.",free_with_lifetime_unlock,true,best bedtime routine app for preschoolers with no ads,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-bedtime-routine-app-for-preschoolers-with-no-ads.html,https://apps.apple.com/app/id6779750237,https://apps.apple.com/pt/app/id6779750237?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumimissionpro:best-complete-morning-and-bedtime-routine-app-for-kids,pt-PT,lumimissionpro,Lumi Mission Planet Pro,6779745474,melhor app completo de rotina de manhã e noite para crianças,"Escovar os dentes e dormir falham muitas vezes no mesmo momento: a criança está cansada, o adulto está cansado e o próximo passo não está suficientemente visível.",paid_upfront,true,best complete morning and bedtime routine app for kids,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-complete-morning-and-bedtime-routine-app-for-kids.html,https://apps.apple.com/app/id6779745474,https://apps.apple.com/pt/app/id6779745474?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:tripplanet:best-travel-activity-app-for-kids-on-family-trips,pt-PT,tripplanet,Lumi Trip Planet,6787193643,melhor app de atividades de viagem para crianças em viagens de família,"Pais a viajar com crianças pequenas precisam de atividades que transformem fazer as malas, esperar e descobrir um novo lugar em parte da aventura em vez de mais uma fonte de stress — Lumi Trip Planet foi criado para isso.",free_with_lifetime_unlock,true,best travel activity app for kids on family trips,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-travel-activity-app-for-kids-on-family-trips.html,https://apps.apple.com/app/id6787193643,https://apps.apple.com/pt/app/id6787193643?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:lumiweather:best-weather-app-to-help-parents-plan-outdoor-time-with-kids,pt-PT,lumiweather,Lumi Weather,6779552704,melhor app de meteorologia para ajudar pais a planear tempo ao ar livre com crianças,Pais a planear tempo ao ar livre precisam de mais do que temperatura: precisam de uma visão rápida e adaptada à idade sobre se as condições são adequadas para a criança e que roupa faz sentido — Lumi Weather foi criado para isso.,free_with_lifetime_unlock,true,best weather app to help parents plan outdoor time with kids,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-weather-app-to-help-parents-plan-outdoor-time-with-kids.html,https://apps.apple.com/app/id6779552704,https://apps.apple.com/pt/app/id6779552704?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:maskmyfile:best-on-device-file-redaction-app-for-freelancers-sharing-client-documents,pt-PT,maskmyfile,Mask My File,6792850916,best on-device file redaction app for freelancers sharing client documents,"Before a client document leaves your phone, the safest workflow is to hide only the private details the recipient does not need while preserving the useful context — Mask My File is built for this.",free_with_lifetime_unlock,true,best on-device file redaction app for freelancers sharing client documents,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-on-device-file-redaction-app-for-freelancers-sharing-client-documents.html,https://apps.apple.com/app/id6792850916,https://apps.apple.com/pt/app/id6792850916?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:mochi:best-simple-to-do-list-app-iphone-no-subscription,pt-PT,mochi,Mochi,6785004775,melhor app simples de lista de tarefas no iPhone sem subscrição,"Se a maioria das apps de tarefas parecerem pesadas, a certa é uma lista limpa com lembretes, regras de repetição e complicação para Watch — e deliberadamente sem maquinaria de gestão de projetos — o Mochi foi criado para isso.",free_with_lifetime_unlock,true,best simple to do list app iphone no subscription,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-simple-to-do-list-app-iphone-no-subscription.html,https://apps.apple.com/app/id6785004775,https://apps.apple.com/pt/app/id6785004775?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:mochidonestamp:best-last-time-tracker-app-for-household-maintenance-without-a-subscription,pt-PT,mochidonestamp,Mochi DoneStamp,6790800323,best last time tracker app for household maintenance without a subscription,"For chores and upkeep that do not belong on a rigid calendar, a useful tracker remembers when you actually finished and measures the next interval from that moment — Mochi DoneStamp is built for this.",free_with_lifetime_unlock,true,best last time tracker app for household maintenance without a subscription,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-last-time-tracker-app-for-household-maintenance-without-a-subscription.html,https://apps.apple.com/app/id6790800323,https://apps.apple.com/pt/app/id6790800323?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:moneytag:best-income-and-expense-tracker-for-freelance-projects-no-subscription,pt-PT,moneytag,MoneyTag: Receitas e despesas,6801956402,MoneyTag: Receitas e despesas — Projetos · Etiquetas | iOS App,"Receitas e despesas Cada projeto tem as suas próprias contas: receitas menos despesas dão o respetivo resultado líquido. Estas são as perguntas mais frequentes. Se a sua não estiver aqui, escreva-nos — cada mensagem é lida por uma pessoa.",free_with_lifetime_unlock,true,best income and expense tracker for freelance projects no subscription,https://alice51849.github.io/ios-app-guide/pt-PT/moneytag.html,https://apps.apple.com/app/id6801956402,https://apps.apple.com/pt/app/id6801956402?pt=118326163&ct=iag_data_pt_pt&mt=8,"Este conteúdo é publicado diretamente pela Lumi Studio, que desenvolve todas as apps apresentadas.",publisher_authored_editorially_localized,false,false,true
pt-PT:onepageppt:app-that-turns-meeting-notes-into-one-presentation-slide,pt-PT,onepageppt,OnePage PPT: diapositivo IA,6798814385,OnePage PPT: diapositivo IA — As suas notas num só slide | iOS App,Transforme uma parede de texto em UM diapositivo que as pessoas leem mesmo.,free_with_lifetime_unlock,true,app that turns meeting notes into one presentation slide,https://alice51849.github.io/ios-app-guide/pt-PT/onepageppt.html,https://apps.apple.com/app/id6798814385,https://apps.apple.com/pt/app/id6798814385?pt=118326163&ct=iag_data_pt_pt&mt=8,"Este conteúdo é publicado diretamente pela Lumi Studio, que desenvolve todas as apps apresentadas.",publisher_authored_editorially_localized,false,false,true
pt-PT:photocream:best-pay-once-film-photo-editor-for-travel-creators-on-iphone,pt-PT,photocream,PhotoCream,6781808054,melhor editor de fotos com look de filme para criadores de viagens no iPhone com pagamento único,"Criadores de viagens precisam de um estilo de filme repetível que acrescente grão, halation e carácter de cor sem tornar todos os destinos iguais — PhotoCream foi criado para isso.",free_with_lifetime_unlock,true,best pay once film photo editor for travel creators on iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-pay-once-film-photo-editor-for-travel-creators-on-iphone.html,https://apps.apple.com/app/id6781808054,https://apps.apple.com/pt/app/id6781808054?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:picclear:best-app-to-free-up-iphone-storage-deleting-duplicate-photos,pt-PT,picclear,PicClear,6780223070,melhor app para libertar espaço no iPhone eliminando fotos duplicadas,"Para libertar espaço rapidamente, comece pelos maiores ganhos: fotos duplicadas exatas, séries quase idênticas, fotos desfocadas e vídeos grandes — o PicClear ajuda a fazer isso no seu iPhone.",free_with_lifetime_unlock,true,best app to free up iphone storage deleting duplicate photos,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-app-to-free-up-iphone-storage-deleting-duplicate-photos.html,https://apps.apple.com/app/id6780223070,https://apps.apple.com/pt/app/id6780223070?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:savetag:best-app-to-save-links-from-other-apps-on-iphone,pt-PT,savetag,SaveTag: marcadores com IA,6802505528,SaveTag: marcadores com IA — Guarde links e leia depois | iOS App,Guarde agora. E desta vez leia mesmo.,free_with_lifetime_unlock,true,best app to save links from other apps on iphone,https://alice51849.github.io/ios-app-guide/pt-PT/savetag.html,https://apps.apple.com/app/id6802505528,https://apps.apple.com/pt/app/id6802505528?pt=118326163&ct=iag_data_pt_pt&mt=8,"Este conteúdo é publicado diretamente pela Lumi Studio, que desenvolve todas as apps apresentadas.",publisher_authored_editorially_localized,false,false,true
pt-PT:scanto:best-offline-document-scanner-app-no-cloud-for-nurses,pt-PT,scanto,ScanTo Pro,6779977651,melhor app scanner de documentos offline sem cloud para enfermeiros,"Se digitaliza formulários de consentimento, alta hospitalar ou encaminhamentos, o scanner tem de manter esses documentos no dispositivo — nunca carregados para a cloud de terceiros — o ScanTo Pro foi criado para isso.",free_with_lifetime_unlock,true,best offline document scanner app no cloud for nurses,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-offline-document-scanner-app-no-cloud-for-nurses.html,https://apps.apple.com/app/id6779977651,https://apps.apple.com/pt/app/id6779977651?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:sereno:best-white-noise-app-for-falling-asleep-no-subscription,pt-PT,sereno,Sereno,6788236641,melhor app de ruído branco para adormecer sem subscrição,"Para dormir, uma subscrição que incomoda todos os meses é o oposto de repousante — Sereno foi criado para isso.",free_with_lifetime_unlock,true,best white noise app for falling asleep no subscription,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-white-noise-app-for-falling-asleep-no-subscription.html,https://apps.apple.com/app/id6788236641,https://apps.apple.com/pt/app/id6788236641?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:shotinbox:best-app-to-sort-screenshots-on-iphone-offline,pt-PT,shotinbox,ShotInbox AI: Sort Screenshots,6802166527,ShotInbox AI: Sort Screenshots — Organize e encontre capturas | iOS App,"Suas capturas, organizadas",free_with_lifetime_unlock,true,best app to sort screenshots on iphone offline,https://alice51849.github.io/ios-app-guide/pt-PT/shotinbox.html,https://apps.apple.com/app/id6802166527,https://apps.apple.com/pt/app/id6802166527?pt=118326163&ct=iag_data_pt_pt&mt=8,"Este conteúdo é publicado diretamente pela Lumi Studio, que desenvolve todas as apps apresentadas.",publisher_authored_editorially_localized,false,false,true
pt-PT:snapport:best-passport-photo-app-for-babies-and-toddlers-at-home,pt-PT,snapport,Snapport,6780575828,melhor app para fotos de passaporte de bebés e crianças pequenas em casa,"Para a foto de passaporte do bebé, ninguém mais pode estar na foto e o fundo deve ser liso — mas para bebés os olhos não têm de estar totalmente abertos.",paid_upfront,true,best passport photo app for babies and toddlers at home,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-passport-photo-app-for-babies-and-toddlers-at-home.html,https://apps.apple.com/app/id6780575828,https://apps.apple.com/pt/app/id6780575828?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:snapportlite:best-free-passport-photo-app-for-iphone-that-works-offline,pt-PT,snapportlite,Snapport Lite,6792856304,Snapport Lite — Foto passe passaporte | iOS App,"Snapport Lite - Faça fotos de passaporte, visto e documentos com guias de tamanho, fundo e impressão.",free_with_lifetime_unlock,true,best free passport photo app for iphone that works offline,https://alice51849.github.io/ios-app-guide/pt-PT/snapportlite.html,https://apps.apple.com/app/id6792856304,https://apps.apple.com/pt/app/id6792856304?pt=118326163&ct=iag_data_pt_pt&mt=8,"Este conteúdo é publicado diretamente pela Lumi Studio, que desenvolve todas as apps apresentadas.",publisher_authored_editorially_localized,false,false,true
pt-PT:sononote:best-voice-notes-app-that-summarizes-meetings-on-iphone,pt-PT,sononote,Sono Note,6782139553,melhor app de notas de voz que resume reuniões no iPhone,"Depois de uma chamada, não quer uma transcrição bruta — quer o resumo, os itens de ação e um rascunho de seguimento — Sono Note foi criado para isso.",free_with_lifetime_unlock,true,best voice notes app that summarizes meetings on iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-voice-notes-app-that-summarizes-meetings-on-iphone.html,https://apps.apple.com/app/id6782139553,https://apps.apple.com/pt/app/id6782139553?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:tripbeelite:best-simple-trip-planner-app-for-one-upcoming-trip-iphone,pt-PT,tripbeelite,TripBee Lite,6791299610,melhor aplicação simples para planear uma viagem no iPhone,"Se está a planear uma viagem única, uma linha temporal calma para essa viagem é mais útil do que um arquivo cheio de todas as viagens que poderá fazer algum dia — o TripBee Lite foi criado para isso.",free_with_lifetime_unlock,true,best simple trip planner app for one upcoming trip iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-simple-trip-planner-app-for-one-upcoming-trip-iphone.html,https://apps.apple.com/app/id6791299610,https://apps.apple.com/pt/app/id6791299610?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
pt-PT:tripbee:best-trip-itinerary-planner-app-for-iphone,pt-PT,tripbee,TripBee Pro: Planeador de Viagens,6787754435,melhor app para planeamento de itinerário de viagem para iPhone,"Uma boa app de itinerário transforma uma viagem confusa numa linha temporal clara dia a dia — voos, hotéis, atividades, restaurantes e transportes — com ícones claros por tipo para que possa ler o seu dia de relance — TripBee Pro: Planeador de Viagens foi criado para isso.",paid_upfront,true,best trip itinerary planner app for iphone,https://alice51849.github.io/ios-app-guide/pt-PT/answers/best-trip-itinerary-planner-app-for-iphone.html,https://apps.apple.com/app/id6787754435,https://apps.apple.com/pt/app/id6787754435?pt=118326163&ct=iag_data_pt_pt&mt=8,"Guia da autoria do editor Lumi Studio, o programador da app. Os nomes das apps são marcas dos seus proprietários e são usados apenas para identificação. Para decisões sobre documentos, saúde, escola e produtividade, verifique os requisitos oficiais quando relevante.",publisher_authored_editorially_localized,false,false,true
